"","county_fips","state","county","coc_number","coc_name","coc_category","est_coc_homeless_2019","primary_care_physicians_rate","pct_in_poverty_in_cnty","additional_bed_capacity_needed","county_pop_2018","coc_pop_2019","pit_count_from_2019","coc_pop_in_pov_2019","observed_unsheltered_homeless","estimated_total_unsheltered","sheltered_homeless_individuals","density_reduction_bed_need","total_new_shelter_beds_required_in_coc","total_beds_required","upenn_cost_of_new_capacity_in_coc","cost_of_quarantine_beds","total_additional_cost","upenn_num_of_hospitalizations_in_cnty","upenn_num_of_critical_cases_in_cnty","upenn_num_of_fatalities_in_cnty"
"2703","48239","Texas","Jackson","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,7,13.8957987838585,13,14472,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2704","48241","Texas","Jasper","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,39,16.7151078300296,29,34406,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2705","48243","Texas","Jeff Davis","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,44,6.5377532228361,1,2172,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2706","48245","Texas","Jefferson","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,57,18.3758821261545,181,238628,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,9,3,1
"2707","48247","Texas","Jim Hogg","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,19,27.3509174311927,4,5232,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2708","48249","Texas","Jim Wells","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,27,22.9509808741826,38,40678,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2709","48251","Texas","Johnson","TX-601","Fort Worth, Arlington/Tarrant County","Major City CoC",0.101839591458025,46,10.5987736337494,109,160311,2134042,2028,268169,560,784,1027,513.5,1297,3108.5,32437500,5433000,37870500,5,2,1
"2710","48251","Texas","Johnson","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,46,10.5987736337494,109,160311,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,5,2,1
"2711","48253","Texas","Jones","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,30,14.2574570773004,17,12639,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2712","48255","Texas","Karnes","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,26,18.6112872542803,16,12616,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2713","48257","Texas","Kaufman","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,32,13.0242712650736,102,117258,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,5,2,1
"2714","48259","Texas","Kendall","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,86,5.25287605817235,40,41463,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2715","48261","Texas","Kenedy","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,7.05882352941176,0,595,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2716","48263","Texas","Kent","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,10.8910891089109,1,707,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2717","48265","Texas","Kerr","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,85,13.2579485428508,36,49789,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2718","48267","Texas","Kimble","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,68,21.3186308293131,3,4353,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2719","48269","Texas","King","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,8.7719298245614,0,228,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2720","48271","Texas","Kinney","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,18.620890311318,2,3437,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2721","48273","Texas","Kleberg","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,45,26.1427073112968,23,29557,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2722","48275","Texas","Knox","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,27,14.6518105849582,3,3590,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2723","48283","Texas","La Salle","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,12.1464997681966,4,6471,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2724","48277","Texas","Lamar","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,50,17.8011437004243,43,48789,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2725","48279","Texas","Lamb","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,23,23.556546474975,11,13007,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2726","48281","Texas","Lampasas","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,43,11.2833594976452,22,20384,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2727","48285","Texas","Lavaca","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,70,11.6521292970754,16,19490,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2728","48287","Texas","Lee","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,23,14.1626736216413,21,16487,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2729","48289","Texas","Leon","TX-701","Bryan, College Station/Brazos Valley","Other Largely Urban CoC",0.0448336547010833,NA,16.6166519564578,2,16995,337466,123,67719,21,29.4,74,37,66,169.8,1660000,310200,1970200,0,0,0
"2730","48291","Texas","Liberty","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,24,14.8589029672074,51,74346,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2731","48293","Texas","Limestone","TX-604","Waco/McLennan County","Largely Rural CoC",0.0595718516564326,34,20.6099121761772,9,22659,362473,193,65745,69,96.6,65,32.5,129,290.7,3227500,484800,3712300,1,0,0
"2732","48295","Texas","Lipscomb","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,11.376363100501,3,3393,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2733","48297","Texas","Live Oak","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,8,16.3079236770373,9,10639,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2734","48299","Texas","Llano","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,80,11.6345118009989,16,20422,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2735","48301","Texas","Loving","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,18.6274509803922,0,102,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2736","48303","Texas","Lubbock","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,82,18.9219374559135,247,289204,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,12,4,2
"2737","48305","Texas","Lynn","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,51,18.920326332234,5,5761,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2738","48313","Texas","Madison","TX-701","Bryan, College Station/Brazos Valley","Other Largely Urban CoC",0.0448336547010833,21,13.9866156787763,4,10460,337466,123,67719,21,29.4,74,37,66,169.8,1660000,310200,1970200,0,0,0
"2739","48315","Texas","Marion","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,20.7156498140517,20,9949,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2740","48317","Texas","Martin","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,36,10.7420111933562,4,5539,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2741","48319","Texas","Mason","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,14.5586457073761,3,4135,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2742","48321","Texas","Matagorda","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,38,20.112517580872,18,36261,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2743","48323","Texas","Maverick","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,26,26.8244883801596,34,57660,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2744","48307","Texas","McCulloch","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,50,16.094584286804,6,7866,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2745","48309","Texas","McLennan","TX-604","Waco/McLennan County","Largely Rural CoC",0.0595718516564326,74,19.2511308426872,83,238760,362473,193,65745,69,96.6,65,32.5,129,290.7,3227500,484800,3712300,4,1,1
"2746","48311","Texas","McMullen","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,12.8398791540786,0,662,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2747","48325","Texas","Medina","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,28,10.3843603619019,28,46753,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2748","48327","Texas","Menard","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,47,9.88428158148505,2,2074,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2749","48329","Texas","Midland","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,36,9.01216161267666,121,162314,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,6,2,1
"2750","48331","Texas","Milam","TX-701","Bryan, College Station/Brazos Valley","Other Largely Urban CoC",0.0448336547010833,8,14.6180914924446,5,24155,337466,123,67719,21,29.4,74,37,66,169.8,1660000,310200,1970200,0,0,0
"2751","48333","Texas","Mills","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,41,16.913632514818,5,4724,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2752","48335","Texas","Mitchell","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,47,9.06878650227125,8,6164,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2753","48337","Texas","Montague","TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties","Largely Rural CoC",0.0816621871178725,31,14.2115747536171,8,19076,331960,243,49245,63,88.2,158,79,167,413.4,4180000,738600,4918600,1,0,0
"2754","48339","Texas","Montgomery","TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties","Major City CoC",0.0813667053098581,62,9.90565952043135,1136,550453,5885564,3938,849911,1614,2259.6,1304,652,2911,6475.2,72790000,10690800,83480800,60,20,10
"2755","48341","Texas","Moore","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,45,15.4285979918185,19,21512,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2756","48343","Texas","Morris","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,16,16.3157035586027,40,12252,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2757","48345","Texas","Motley","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,9.60207612456747,1,1156,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2758","48347","Texas","Nacogdoches","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,70,24.3646960865945,52,60050,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,3,1,0
"2759","48349","Texas","Navarro","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,45,18.1732283464567,35,47625,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2760","48351","Texas","Newton","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,20.5503133328531,12,13883,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2761","48353","Texas","Nolan","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,27,15.1442799645269,13,14659,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2762","48355","Texas","Nueces","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,83,16.358696885138,233,352632,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,11,4,2
"2763","48357","Texas","Ochiltree","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,40,12.1766193347598,9,10282,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2764","48359","Texas","Oldham","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,11.9736842105263,1,1520,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2765","48361","Texas","Orange","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,21,13.8052905202466,172,82903,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,8,3,1
"2766","48363","Texas","Palo Pinto","TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties","Largely Rural CoC",0.0816621871178725,42,17.7049767275331,11,27930,331960,243,49245,63,88.2,158,79,167,413.4,4180000,738600,4918600,1,0,0
"2767","48365","Texas","Panola","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,34,15.8653004028727,23,22836,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2768","48367","Texas","Parker","TX-601","Fort Worth, Arlington/Tarrant County","Major City CoC",0.101839591458025,44,8.29800026548603,1298,128067,2134042,2028,268169,560,784,1027,513.5,1297,3108.5,32437500,5433000,37870500,78,26,13
"2769","48369","Texas","Parmer","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,20,16.4431607179699,9,9694,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2770","48371","Texas","Pecos","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,45,12.328867413427,3,13659,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2771","48373","Texas","Polk","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,59,17.2965379735363,33,44136,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2772","48375","Texas","Potter","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,75,20.1222085458062,359,113740,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,19,6,3
"2773","48375","Texas","Potter","TX-611","Amarillo","Other Largely Urban CoC",0.437225932917151,75,20.1222085458062,359,113740,189065,777,28229,331,463.4,296,148,611,1370.8,15285000,2278200,17563200,19,6,3
"2774","48377","Texas","Presidio","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,28,33.4223096375386,2,7118,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2775","48379","Texas","Rains","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,17,11.0788965032507,34,11382,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2776","48381","Texas","Randall","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,60,8.6542608909976,296,129832,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,16,5,2
"2777","48381","Texas","Randall","TX-611","Amarillo","Other Largely Urban CoC",0.437225932917151,60,8.6542608909976,296,129832,189065,777,28229,331,463.4,296,148,611,1370.8,15285000,2278200,17563200,16,5,2
"2778","48383","Texas","Reagan","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,54,14.7739504843918,2,3716,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2779","48385","Texas","Real","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,29,22.812879708384,4,3292,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2780","48387","Texas","Red River","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,16,18.3703949551942,10,12052,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2781","48389","Texas","Reeves","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,39,11.5591607518914,4,12821,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2782","48391","Texas","Refugio","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,28,18.4266477675408,7,7055,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2783","48393","Texas","Roberts","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,12.2260668973472,1,867,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2784","48395","Texas","Robertson","TX-701","Bryan, College Station/Brazos Valley","Other Largely Urban CoC",0.0448336547010833,6,12.5532042443499,3,16681,337466,123,67719,21,29.4,74,37,66,169.8,1660000,310200,1970200,0,0,0
"2785","48397","Texas","Rockwall","TX-600","Dallas City & County, Irving","Major City CoC",0.128243361111456,79,5.6707579672696,63,92880,3768636,4538,501299,1452,2032.8,2022,1011,3043,7098.6,76095000,12164400,88259400,3,1,0
"2786","48397","Texas","Rockwall","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,79,5.6707579672696,63,92880,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,3,1,0
"2787","48399","Texas","Runnels","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,68,14.1938078005629,8,9948,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2788","48401","Texas","Rusk","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,21,12.8151173825143,45,48474,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2789","48403","Texas","Sabine","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,19,21.3592233009709,15,10300,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2790","48405","Texas","San Augustine","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,24,23.9560168025698,12,8094,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2791","48407","Texas","San Jacinto","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,11,14.918812888227,34,27529,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2792","48409","Texas","San Patricio","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,27,16.3953242516688,73,66214,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,4,1,1
"2793","48411","Texas","San Saba","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,34,15.1029748283753,4,5244,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2794","48413","Texas","Schleicher","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,14.7664162038549,2,3061,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2795","48415","Texas","Scurry","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,53,13.9536393740666,15,15401,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2796","48417","Texas","Shackelford","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,30,14.7945205479452,3,3285,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2797","48419","Texas","Shelby","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,20,23.2752115025619,24,25177,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2798","48421","Texas","Sherman","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,NA,15.2368333885392,3,3019,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2799","48423","Texas","Smith","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,102,16.4216087438849,176,219948,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,9,3,1
"2800","48425","Texas","Somervell","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,68,24.6705882352941,35,8500,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2801","48427","Texas","Starr","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,20,35.3227693962109,40,63234,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,2,1,0
"2802","48429","Texas","Stephens","TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties","Largely Rural CoC",0.0816621871178725,32,22.6225434831714,4,8854,331960,243,49245,63,88.2,158,79,167,413.4,4180000,738600,4918600,0,0,0
"2803","48431","Texas","Sterling","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,3.53581142339075,1,1103,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2804","48433","Texas","Stonewall","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,72,13.2075471698113,1,1325,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2805","48435","Texas","Sutton","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,80,8.32682799895915,2,3843,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2806","48437","Texas","Swisher","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,13,22.0644216691069,7,6830,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2807","48439","Texas","Tarrant","TX-600","Dallas City & County, Irving","Major City CoC",0.128243361111456,58,12.9497492249615,1242,1994417,3768636,4538,501299,1452,2032.8,2022,1011,3043,7098.6,76095000,12164400,88259400,74,25,12
"2808","48439","Texas","Tarrant","TX-601","Fort Worth, Arlington/Tarrant County","Major City CoC",0.101839591458025,58,12.9497492249615,1242,1994417,2134042,2028,268169,560,784,1027,513.5,1297,3108.5,32437500,5433000,37870500,74,25,12
"2809","48441","Texas","Taylor","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,71,15.5685771555399,114,130211,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,6,2,1
"2810","48443","Texas","Terrell","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,0,14.9651972157773,0,862,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2811","48445","Texas","Terry","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,31,15.7144099486912,11,11499,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2812","48447","Texas","Throckmorton","TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties","Largely Rural CoC",0.0816621871178725,65,14.6529562982005,1,1556,331960,243,49245,63,88.2,158,79,167,413.4,4180000,738600,4918600,0,0,0
"2813","48449","Texas","Titus","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,55,19.1063842981613,61,32251,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,3,1,0
"2814","48451","Texas","Tom Green","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,66,13.5282315849814,57,111648,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,3,1,0
"2815","48453","Texas","Travis","TX-503","Austin/Travis County","Major City CoC",0.21013502924587,85,13.1218841662434,1828,1179259,1272913,2255,159722,1086,1520.4,615,307.5,1827,3963.3,45697500,6406200,52103700,92,31,15
"2816","48455","Texas","Trinity","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,14,16.1487236403996,16,14416,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2817","48457","Texas","Tyler","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,23,14.9194838434467,19,18754,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2818","48459","Texas","Upshur","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,29,13.2775119617225,53,40128,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,3,1,0
"2819","48461","Texas","Upton","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,55,19.187675070028,2,3570,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,0,0,0
"2820","48463","Texas","Uvalde","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,44,17.0337129496945,14,26518,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
"2821","48465","Texas","Val Verde","TX-607","Texas Balance of State","Largely Rural CoC",0.0996732495731664,28,19.9229172843166,12,47222,10749973,8072,1732054,4656,6518.4,1750,875,7393,15661.8,184835000,24805200,209640200,1,0,0
